CONFIGURATION:
experiment file = experiments/parent_child_invariance_testing.py
git branch = main
git commit hash = 6a88ef0c1b72cfb62fd7eeddc4d7ce3bd1faea6f
uncommitted changes = True
seed = 42
engine_config_name = local_400_nodes.ini
data_config_name = parent_child_experiment_middlegames_most_important_fens.ini
num_positions = 1000
network_path = T807785-b124efddc27559564d6464ba3d213a8279b7bd35b1cbfcf9c842ae8053721207
queue_max_size = 100000
num_engine_workers = 2
result_subdir = 

parent_fen,child_fen,move,parent_score,child_score
r1b2rk1/1pp2p1p/p1q1nbp1/4p3/2P2n2/3P1NNP/PPB2PP1/R1BQR1K1 w - - 1 19,r1b2rk1/1pp2p1p/p1q1nbp1/4p3/1PP2n2/3P1NNP/P1B2PP1/R1BQR1K1 b - - 0 19,b2b4,-0.07099,0.2525
6k1/2q2ppp/5n2/8/1pPp1P2/1P2r2P/P1B2QP1/3R2K1 b - - 3 27,6k1/q4ppp/5n2/8/1pPp1P2/1P2r2P/P1B2QP1/3R2K1 w - - 4 28,c7a7,0.05589,0.1255
3r1r1k/p5pp/1p6/2p5/Q2Nqp2/P7/1P3PPP/2RR2K1 w - - 0 25,3r1r1k/p5pp/1p6/2p5/Q2Nqp2/P6P/1P3PP1/2RR2K1 b - - 0 25,h2h3,-0.06278,0.24385
5bk1/2p2p1p/Q5p1/5r2/2B5/4q3/PP4PP/5R1K w - - 2 36,Q4bk1/2p2p1p/6p1/5r2/2B5/4q3/PP4PP/5R1K b - - 3 36,a6a8,-0.27499,0.45603
r5k1/pp1rbppp/2p1pnb1/P7/2BPP3/q3BP2/NR4PP/1R2Q1K1 b - - 5 20,r5k1/pp1rbppp/4pnb1/P1p5/2BPP3/q3BP2/NR4PP/1R2Q1K1 w - - 0 21,c6c5,0.04825,0.13278
2k2r2/pp2npq1/2p4p/4bb1P/4N3/1B4N1/PPP2QK1/R1Br3R w - - 3 24,2k2r2/pp2npq1/2p4p/4bb1P/4N3/1B4N1/PPP2QK1/R1BR4 b - - 0 24,h1d1,-0.28568,0.46668
2r1k1nr/pppb1q1p/1b1p1p2/3N2p1/3PP3/Q4NB1/P4PPP/R3R1K1 b k - 7 18,2r1k2r/pppbnq1p/1b1p1p2/3N2p1/3PP3/Q4NB1/P4PPP/R3R1K1 w k - 8 19,g8e7,-0.35503,0.53599
2rb1kn1/6p1/q4p1p/4pP2/pP1pP1PP/3P1NQ1/1Pr5/3N1RRK w - - 1 44,2rb1kn1/6p1/q4p1p/4pP2/pP1pP1PP/3P1NQ1/1Pr2N2/5RRK b - - 2 44,d1f2,0.22823,-0.04729
3q2k1/r5pp/r1b1p3/PpPpPp2/1Qn4P/2B3P1/R3BP1K/R7 w - - 15 37,3q2k1/r5pp/r1b1p3/PpPpPp2/1Qn4P/2B3P1/R3BP1K/3R4 b - - 16 37,a1d1,-0.29802,0.47864
6k1/5pp1/pq5p/1pr1P1n1/8/1B3P2/PP1r1QPP/R3R1K1 w - - 4 22,6k1/5Bp1/pq5p/1pr1P1n1/8/5P2/PP1r1QPP/R3R1K1 b - - 0 22,b3f7,0.53419,-0.71476
3r4/p4pkp/4b3/2pqPp2/2p2PP1/2P5/PR3Q1P/5BK1 b - - 0 27,3r4/p4pk1/4b2p/2pqPp2/2p2PP1/2P5/PR3Q1P/5BK1 w - - 0 28,h7h6,-0.19843,0.37878
3r1r2/p4p1k/1pq3p1/4PpRp/3P4/4QP1P/PP6/6RK w - - 4 31,3r1r2/p4p1k/1pq1P1p1/5pRp/3P4/4QP1P/PP6/6RK b - - 0 31,e5e6,-0.04458,0.22452
6k1/4q1pp/1pp2p2/p3pPPQ/2Prn1NP/1P6/P7/6RK b - - 1 27,6k1/4q1pp/1p3p2/p1p1pPPQ/2Prn1NP/1P6/P7/6RK w - - 0 28,c6c5,0.60612,-0.42632
q3r1k1/pb1rbppp/1pnppn2/8/2PP4/PP3NN1/1B2QPPP/1BRR2K1 b - - 0 17,q3r1k1/pb1rbp1p/1pnppnp1/8/2PP4/PP3NN1/1B2QPPP/1BRR2K1 w - - 0 18,g7g6,-0.38326,0.56301
2k1r3/1pp2qp1/p1b1p3/4Qn1P/8/3R1P2/PPP3P1/1K1R4 b - - 4 30,2k1r3/2p2qp1/ppb1p3/4Qn1P/8/3R1P2/PPP3P1/1K1R4 w - - 0 31,b7b6,0.38745,-0.20777
r3r1k1/p2b1pp1/2pp2qp/b1p5/N1P1PP2/4R1P1/PPQ1B1P1/5RK1 w - - 2 20,r3r1k1/p2b1pp1/2pp2qp/b1p5/2P1PP2/2N1R1P1/PPQ1B1P1/5RK1 b - - 3 20,a4c3,-0.03409,0.21366
r4r1k/4qp1p/p2ppb1Q/3b1P2/1p6/3B1N2/PPP3PP/4RRK1 w - - 1 22,r4r1k/4qp1p/p2ppb1Q/3b1P2/1p6/2PB1N2/PP4PP/4RRK1 b - - 0 22,c2c3,0.2828,-0.10329
4r1k1/p5pp/2pBb3/2P1p2q/Q3P2b/4N3/P5PP/1R5K b - - 6 29,4r1k1/p5pp/2pBb3/2P1p2q/Q3P3/4N3/P4bPP/1R5K w - - 7 30,h4f2,0.01794,0.16129
r5r1/1q2bbpk/6Qp/2p1BP1P/pp2P3/8/1PP3P1/2KR3R b - - 2 32,r5r1/1q2b1pk/6bp/2p1BP1P/pp2P3/8/1PP3P1/2KR3R w - - 0 33,f7g6,-1.0,0.82095
4kr2/3n4/p3p2p/PrpbPq2/NP1p2R1/6B1/6PP/1R1Q2K1 w - - 5 35,4kr2/3n4/p3p2p/PrpbPq2/NP1p2R1/6B1/1R4PP/3Q2K1 b - - 6 35,b1b2,-0.32627,0.50546
r5k1/1p2q1pp/p7/3N3b/B2P4/4BrQ1/PP5P/R3K3 b - - 0 27,r5k1/1p3qpp/p7/3N3b/B2P4/4BrQ1/PP5P/R3K3 w - - 1 28,e7f7,0.24567,-0.06651
5bk1/1p2np2/2r1p1p1/pq1pP3/3P2P1/1P3N2/PQ1B1PK1/2R5 w - - 1 29,5bk1/1p2np2/2r1p1p1/pq1pP3/3P2P1/1P3N2/PQ1B1PK1/7R b - - 2 29,c1h1,0.28329,-0.10424
2rr1nk1/3bqn1p/4p3/1p4P1/p3NP1Q/1B2RN2/PP6/5RK1 w - - 0 30,2rr1nk1/3bqn1p/4p3/1p1B2P1/p3NP1Q/4RN2/PP6/5RK1 b - - 1 30,b3d5,0.4629,-0.284
1r2k1r1/3b3p/p2p1p1P/2nPp3/4Pp1N/2P2Bq1/P1Q3P1/R4K1R b - - 1 28,1r2k1r1/7p/p2p1p1P/2nPp3/b3Pp1N/2P2Bq1/P1Q3P1/R4K1R w - - 2 29,d7a4,0.87182,-0.69294
2br2k1/4qrpp/p1n1p3/1p2P3/2pP4/P3NNP1/1P1Q1R1P/5RK1 w - - 3 24,2br2k1/4qrpp/p1n1p3/1p2P3/2pP3P/P3NNP1/1P1Q1R2/5RK1 b - - 0 24,h2h4,-0.4046,0.58333
2rr2k1/pp1qbppp/2n1bn2/3p4/1P6/P1NN2P1/1B2PPBP/2RQ1RK1 b - - 8 15,2rr2k1/pp1qbppp/2n2n2/3p4/1P6/P1NN2Pb/1B2PPBP/2RQ1RK1 w - - 9 16,e6h3,-0.10067,0.27929
rn1q1k1r/p5pp/b2b4/3p3Q/PppP4/8/1P3PPP/RNB2RK1 w - - 2 16,rn1q1k1r/p5pp/b2b4/3p1Q2/PppP4/8/1P3PPP/RNB2RK1 b - - 3 16,h5f5,-0.56593,0.7443
3n1rk1/1p3ppp/p2N4/4p1q1/Q7/2P2b2/PP3PPP/R4BK1 w - - 2 21,3n1rk1/1p3ppp/p2N4/Q3p1q1/8/2P2b2/PP3PPP/R4BK1 b - - 3 21,a4a5,0.3434,-0.1653
8/2p2r1k/2p3q1/p1Pp2p1/P1b1pnQ1/2P1B1N1/1r4PP/1R2R2K b - - 1 41,8/2p2r1k/2p3q1/p1Pp2p1/P1b1pnQ1/2P1B1N1/6rP/1R2R2K w - - 0 42,b2g2,-0.04142,0.21943
6rk/1q4rp/2N1R3/pp3p1Q/2p1nP2/4P3/PP4PP/3R2K1 w - - 3 31,6rk/1q4rp/2N1R3/pp3p1Q/2p1nP2/4P1P1/PP5P/3R2K1 b - - 0 31,g2g3,-0.60432,0.7822
5q2/1p3r1k/p1pb4/3p1r1p/1P1Pp1pP/P1Q1P1P1/2R2PK1/3B1R2 b - - 20 47,5q2/1p3r1k/p1p5/3p1r1p/1P1Pp1pP/P1Q1P1b1/2R2PK1/3B1R2 w - - 0 48,d6g3,0.47536,-0.65321
r5r1/pp1b1q1p/1k1b4/3pRpB1/3P4/7N/PP3QPP/2R3K1 w - - 5 24,r5r1/pp1b1q1p/1k1b4/3pRpB1/3P4/5Q1N/PP4PP/2R3K1 b - - 6 24,f2f3,0.38487,-0.5627
5rk1/ppb2ppp/5n1q/1BP4r/3P1pb1/1Q3N1P/PB3PP1/R2R1K2 b - - 2 20,5rk1/ppb2ppp/5n1q/1BP5/3P1pb1/1Q3N1r/PB3PP1/R2R1K2 w - - 0 21,h5h3,-0.05183,0.22939
3rk2r/p1p3pp/4N3/1q2Pp2/1b6/2pPQ3/P5PP/R4RK1 b k - 0 19,4k2r/p1p3pp/4N3/1q2Pp2/1b6/2prQ3/P5PP/R4RK1 w k - 0 20,d8d3,0.2805,-0.10317
3r2k1/5p1p/p4qp1/1p6/nP6/P3P3/B1Q2PPP/2R3K1 b - - 2 27,3r2k1/5p1p/p5p1/1p6/nP6/P1q1P3/B1Q2PPP/2R3K1 w - - 3 28,f6c3,-0.37859,0.55589
8/1p3pk1/1pp1r1n1/5rPR/4NbR1/P2N4/KPP5/8 w - - 9 48,8/1p3pk1/1pp1rNn1/5rPR/5bR1/P2N4/KPP5/8 b - - 10 48,e4f6,-0.09712,0.27439
2r1k2r/1p1n1pb1/4p3/p2NPp2/q2P3p/2B4Q/1P4PP/4RR1K b k - 0 24,2r1k2r/1p1n1pb1/2q1p3/p2NPp2/3P3p/2B4Q/1P4PP/4RR1K w k - 1 25,a4c6,-0.08207,0.25909
r2r2k1/pb1n1pp1/1p2p2p/8/1bPPNqP1/3B1N2/PP2Q2P/1K3R1R b - - 4 21,r2r2k1/pb1n2p1/1p2p2p/5p2/1bPPNqP1/3B1N2/PP2Q2P/1K3R1R w - - 0 22,f7f5,-0.41081,0.58781
6rk/1b4qp/p2r2p1/4p3/4P2N/5P2/1P5R/2Q3RK b - - 7 48,6rk/1b5p/p2r1qp1/4p3/4P2N/5P2/1P5R/2Q3RK w - - 8 49,g7f6,0.37784,-0.20098
4Rn2/1bq2pk1/pp5p/2pP2p1/P1B1N3/5NP1/1P3PP1/6K1 w - - 1 24,4Rn2/1bq2pk1/pp5p/2pPN1p1/P1B1N3/6P1/1P3PP1/6K1 b - - 2 24,f3e5,0.17913,-0.35592
r2r3k/1pp1nnp1/4p2p/6qP/p2PPpP1/P1B2P1R/bP1NBQ2/2K1R3 b - - 1 30,r2r3k/1p2nnp1/4p2p/2p3qP/p2PPpP1/P1B2P1R/bP1NBQ2/2K1R3 w - - 0 31,c7c5,0.48749,-0.31076
r2q1rk1/p1p1n1b1/2p1p2p/3pP2P/5B2/2N5/PPP1Q1P1/R4RK1 w - - 0 17,r2q1rk1/p1p1n1b1/2p1p2p/3pP2P/5B2/2N5/PPPQ2P1/R4RK1 b - - 1 17,e2d2,0.42067,-0.24454
r4rk1/1q1nppbp/1p4p1/pN1pPb2/P7/2P1BP2/1P1NQ1PP/R3K2R w KQ - 3 18,r4rk1/1q1nppbp/1p4p1/pN1pPb2/P5P1/2P1BP2/1P1NQ2P/R3K2R b KQ - 0 18,g2g4,-0.34422,0.5203
r4rk1/pppq2pp/3b2n1/3p1p2/3P4/2PB2PP/PPQB1PK1/R3R3 w - - 3 18,r4rk1/pppq2pp/3b2n1/3p1p2/2PP4/3B2PP/PPQB1PK1/R3R3 b - - 0 18,c3c4,0.37513,-0.19916
r1r3k1/pbq2ppp/1pp1pn2/4N3/1b1P4/2N1P3/PPQ1BPPP/2R2RK1 w - - 4 15,r1r3k1/pbq2ppp/1pp1pn2/4N3/1b1P4/2N1PB2/PPQ2PPP/2R2RK1 b - - 5 15,e2f3,0.10352,0.07227
6k1/1p4p1/1p2r1np/1P1p1Q2/3P4/2P2PNP/4pqPK/4R3 b - - 8 36,6k1/1p4p1/1p2r2p/1P1p1Q2/3P1n2/2P2PNP/4pqPK/4R3 w - - 9 37,g6f4,0.45747,-0.28177
r2r2k1/pp3pp1/3qp2p/3nN3/b2P1P2/P5Q1/BP1R2PP/5RK1 b - - 8 20,2rr2k1/pp3pp1/3qp2p/3nN3/b2P1P2/P5Q1/BP1R2PP/5RK1 w - - 9 21,a8c8,-0.00341,0.17891
2kr1r2/q2n1p2/2p2n2/1pb1p2p/p3P1pP/P1PP2B1/BPQ1K1P1/5RNR b - - 1 21,2kr1r2/q2n1p2/2p2n2/1p2p2p/p3P1pP/P1PPb1B1/BPQ1K1P1/5RNR w - - 2 22,c5e3,0.60445,-0.429
1r2b3/2q5/kp2p3/p2pPpPp/2pP1K1P/2P2B2/Q1P5/R7 w - - 9 42,1r2b3/2q5/kp2p3/p2pPpPp/2pP1K1P/Q1P2B2/2P5/R7 b - - 10 42,a2a3,-0.09682,-0.07862
1b3rk1/1p5p/1P2qpp1/1rP1p3/2p1N3/5QPP/5P2/3R1RK1 w - - 4 34,1b3rk1/1p5p/1P2qpp1/1rP1p3/2p1N3/5QPP/3R1P2/5RK1 b - - 5 34,d1d2,0.32594,-0.15064
3rk3/pp3pqp/2n5/8/2P1p3/Q5Pb/PP1NBP1P/4K2R b K - 2 25,3rk3/pp3p1p/2n5/4q3/2P1p3/Q5Pb/PP1NBP1P/4K2R w K - 3 26,g7e5,0.39786,-0.22256
2r1r1k1/p5pp/1p1Bpp2/n7/q2P4/2P3R1/P3QPPP/2R3K1 w - - 4 26,2r1r1k1/p5pp/1p1Bpp2/n7/q2P4/2P2QR1/P4PPP/2R3K1 b - - 5 26,e2f3,0.09052,0.08472
r2r2k1/pb3p1p/1p2pqp1/2pP4/2P1RN2/4R3/PPQ2PPP/6K1 w - - 2 22,r2r2k1/pb3p1p/1p2pqp1/2pP4/2P1RN2/4R3/PP1Q1PPP/6K1 b - - 3 22,c2d2,0.20338,-0.02826
r3rnk1/3n1p2/1p1R2pp/pPq5/4b3/P4NP1/1Q3PBP/3R1NK1 b - - 2 24,r3rnk1/3n1p2/1p1R2pp/pP5q/4b3/P4NP1/1Q3PBP/3R1NK1 w - - 3 25,c5h5,-0.35873,0.53375
r2q1rk1/1pp2ppp/p1np4/5P1Q/3p3b/1BP4P/PP3PP1/R1B1R1K1 w - - 0 18,r2q1rk1/1pp2ppp/p1np4/5P1Q/3p2Pb/1BP4P/PP3P2/R1B1R1K1 b - - 0 18,g2g4,0.28272,-0.45774
2b1k2r/1p3ppp/4pn2/3pN3/2pP4/b1P3P1/3NPPBP/R5K1 b k - 1 16,2b1k2r/1p3ppp/4pn2/3pN3/2pP4/2P3P1/1b1NPPBP/R5K1 w k - 2 17,a3b2,0.12149,0.05329
1r4k1/2p3bp/q1Pp2p1/r2Pp1P1/ppn1PpNP/3Q1P2/PP3R1R/1KN5 w - - 11 31,1r4k1/2p3bp/q1Pp2p1/r2Pp1PP/ppn1PpN1/3Q1P2/PP3R1R/1KN5 b - - 0 31,h4h5,-0.13933,0.31401
2r1rnk1/pp1qbppp/1n2p3/5P2/2PP4/2NQ1R2/PB1N2PP/R5K1 b - - 0 18,2rr1nk1/pp1qbppp/1n2p3/5P2/2PP4/2NQ1R2/PB1N2PP/R5K1 w - - 1 19,e8d8,0.21789,-0.04323
2rq1rk1/5pbp/p5p1/1b1np3/2p5/N1P1BP2/PP1NQ1PP/R2R2K1 b - - 1 20,2rq1rk1/5pbp/p5p1/3np3/b1p5/N1P1BP2/PP1NQ1PP/R2R2K1 w - - 2 21,b5a4,0.22637,-0.05192
2rq1rk1/pp1b2pp/2n1p3/3p2P1/1bnP1P2/2N2N1B/PP2Q2P/R1B2R1K b - - 6 18,2r1qrk1/pp1b2pp/2n1p3/3p2P1/1bnP1P2/2N2N1B/PP2Q2P/R1B2R1K w - - 7 19,d8e8,0.26119,-0.08704
1b1r4/pp3qkp/6p1/3n4/3PQ3/P1P4P/BP4P1/4R1K1 w - - 4 28,1b1r4/pp3qkp/6p1/3n4/3PQ3/P1P4P/BP4P1/5RK1 b - - 5 28,e1f1,-0.61798,0.79196
4r1k1/1b1q1ppp/p2r1n2/1p3R2/1P2P3/P2B4/4QNPP/5RK1 w - - 1 25,4r1k1/1b1q1ppp/p2r1n2/1p2PR2/1P6/P2B4/4QNPP/5RK1 b - - 0 25,e4e5,-0.26165,0.4354
3r3k/1p2q1pp/p4r2/2b5/1P1n4/P7/Q3BPPP/R3R1K1 w - - 0 24,3r3k/1p2q1pp/p4r2/2b4B/1P1n4/P7/Q4PPP/R3R1K1 b - - 1 24,e2h5,-0.56289,0.73654
1r3bk1/3b2pp/3p4/1p1N1qP1/1P2NP2/3Q4/2P5/1K1R4 w - - 5 33,1r3bk1/3b2pp/3p4/1p3qP1/1P2NP2/3QN3/2P5/1K1R4 b - - 6 33,d5e3,0.37384,-0.20033
2k5/ppp2q2/8/3r4/1P2pBpp/8/PN3Q2/R4K2 w - - 0 37,2k5/ppp2q2/8/3r4/1P2pBpp/8/PN3Q2/R5K1 b - - 1 37,f1g1,0.44421,-0.61758
r3qbrk/pppn1p1p/3p1pp1/3P1N2/2N1P1Q1/6R1/PPP2PPP/2K4R w - - 1 17,r3qbrk/pppn1p1p/3p1pp1/3P1N2/2N1P1Q1/6R1/PPP2PPP/2K1R3 b - - 2 17,h1e1,0.09381,0.07933
r1bq1rk1/ppp2pbp/2np4/3N3N/2BPP1n1/2P2pPp/PP6/R1BQ1K1R b - - 0 15,r1bq1rk1/ppp3bp/2np4/3N1p1N/2BPP1n1/2P2pPp/PP6/R1BQ1K1R w - - 0 16,f7f5,0.20336,-0.37648
2q4r/r3bkp1/p1p2p2/1p2pPp1/1P4N1/2PR1Q1P/P4PP1/3R2K1 b - - 5 28,2qr4/r3bkp1/p1p2p2/1p2pPp1/1P4N1/2PR1Q1P/P4PP1/3R2K1 w - - 6 29,h8d8,-0.58613,0.75914
8/pprq3k/3p1p2/PR1PpPp1/1QPpB1Pp/3Pb2P/2P5/3K4 b - - 4 44,8/pprq2k1/3p1p2/PR1PpPp1/1QPpB1Pp/3Pb2P/2P5/3K4 w - - 5 45,h7g7,-0.46429,0.63716
1n1r1rk1/R5p1/5q1p/4p3/8/4P1P1/4Q1BP/R5K1 w - - 0 29,1n1r1rk1/R5p1/5q1p/4p3/6Q1/4P1P1/6BP/R5K1 b - - 1 29,e2g4,0.37329,-0.2005
r2q1rk1/ppn2pp1/3p1nb1/3Pp3/1P2P1P1/P1NBQ3/5P1N/2R3RK w - - 1 27,r2q1rk1/ppn2pp1/3p1nb1/3Pp3/1P2P1P1/P1NBQ3/5P2/2R2NRK b - - 2 27,h2f1,0.44554,-0.27277
4b3/2p1rpk1/1p1p2pr/p1nPPR2/2P5/PPq3N1/5QP1/1B3RK1 b - - 0 44,4b3/2p1rpk1/1p1p2pr/p2PPR2/2P5/Pnq3N1/5QP1/1B3RK1 w - - 0 45,c5b3,-0.05306,0.22561
2r2rk1/7p/1pqbp3/p1pp4/P2PpP2/1QP1P3/1P5P/R1B1R1K1 w - - 0 21,2r2rk1/7p/1pqbp3/p1pp4/P2PpP2/1QP1P3/1P1B3P/R3R1K1 b - - 1 21,c1d2,-0.47752,0.65001
2krr3/pp3pp1/2nB1b1p/2Pn4/N2pb1P1/5N1P/PP2PPB1/2RR2K1 w - - 1 19,2krr3/pp3pp1/2nB1b1p/2Pn4/N2pb1P1/P4N1P/1P2PPB1/2RR2K1 b - - 0 19,a2a3,0.14664,0.0254
4rr2/pp3p1k/4nPpp/2pBP3/5Q2/3R3P/PqP3RK/8 w - - 2 30,4rr2/pp3p1k/4BPpp/2p1P3/5Q2/3R3P/PqP3RK/8 b - - 0 30,d5e6,0.4575,-0.62944
1r1q1b1k/1bp2p1p/3prn2/2p5/2P1PP1N/1P3QR1/1B4PP/4R1K1 b - - 0 27,1r1q3k/1bp2pbp/3prn2/2p5/2P1PP1N/1P3QR1/1B4PP/4R1K1 w - - 1 28,f8g7,-0.46469,0.63649
r3r1k1/1b2qppp/pp3n2/8/3Pp3/2R5/PP1NQPPP/1B3RK1 w - - 1 18,r3r1k1/1b2qppp/pp3n2/8/3Pp3/4R3/PP1NQPPP/1B3RK1 b - - 2 18,c3e3,-0.28056,0.45223
r2q3k/2p3pp/p1Qp1r2/4b3/4R3/1P2BP2/P1P2P1P/1R4K1 w - - 3 22,r2q3k/2p3pp/p1Qp1r2/4b1B1/4R3/1P3P2/P1P2P1P/1R4K1 b - - 4 22,e3g5,0.47797,-0.30648
2r2k1r/pp1q1pp1/4b3/4p2p/1nBpP1nP/6N1/PPPNQPP1/2R2RK1 w - - 9 19,2r2k1r/pp1q1pp1/4b3/4p2p/1nBpP1nP/2P3N1/PP1NQPP1/2R2RK1 b - - 0 19,c2c3,-0.05489,0.22637
5rk1/ppqbr2p/2pb1pp1/3p4/3P1P2/3B1R1P/PPPQN1P1/R6K w - - 5 18,5rk1/ppqbr2p/2pb1pp1/3p4/3P1P2/1P1B1R1P/P1PQN1P1/R6K b - - 0 18,b2b3,-0.35969,0.53089
rnb5/1pp2Qpk/1p1p3p/8/3P1R1P/6q1/PPP3P1/5RK1 b - - 2 17,rnb5/1pp2Qpk/1p1p2qp/8/3P1R1P/8/PPP3P1/5RK1 w - - 3 18,g3g6,-0.39574,0.56692
r3b1k1/p4p1p/1p2q1p1/n5B1/B7/Q4R2/PP3PPP/6K1 w - - 0 28,r3b1k1/p4p1p/1p2q1p1/n5B1/B6P/Q4R2/PP3PP1/6K1 b - - 0 28,h2h4,-0.00319,0.17434
4r1k1/3r3p/2b1qb1P/pp1p2p1/2p1P3/2P2PB1/P2RQ1P1/1BR3K1 b - - 0 27,4r1k1/3r3p/2b1qb1P/p2p2p1/1pp1P3/2P2PB1/P2RQ1P1/1BR3K1 w - - 0 28,b5b4,0.48212,-0.31124
r3r1k1/p4ppp/1p3n2/2p5/2R1PB2/2qP1Q1P/P5P1/5RK1 b - - 1 19,r3r1k1/p4ppp/1p3n2/2p5/2R1PB2/3P1Q1P/Pq4P1/5RK1 w - - 2 20,c3b2,-0.45176,0.62227
2b3r1/p1r1qp1k/1p1Rp1np/1Pp1P1p1/2B1P3/P4PPP/1Q5K/3RN3 w - - 7 43,2b3r1/p1r1qp1k/1p1Rp1np/1Pp1P1p1/2B1P3/P4PPP/1QN4K/3R4 b - - 8 43,e1c2,0.1939,-0.02352
3r3k/6pp/1b3p2/2q2P1Q/B6P/5NB1/P2pr1P1/3R3K b - - 0 41,3r3k/7p/1b3pp1/2q2P1Q/B6P/5NB1/P2pr1P1/3R3K w - - 0 42,g7g6,0.39633,-0.5667
1brr2k1/p1q1np1p/1p2pp2/8/2PP4/P4P2/4Q2P/1BBR1R1K w - - 0 23,1brr2k1/p1q1np1p/1p2pp2/3P4/2P5/P4P2/4Q2P/1BBR1R1K b - - 0 23,d4d5,-0.1409,0.31104
2rr3k/1b5p/p3qp2/3np1p1/1Pp5/2B2P2/1PP1Q1PP/R2R1NK1 w - - 0 27,2rr3k/1b5p/p3qp2/3np1p1/1Pp5/2B1NP2/1PP1Q1PP/R2R2K1 b - - 1 27,f1e3,-0.03171,0.20184
r4nk1/pbp2rpp/1p1pp3/5PB1/q1PPp1P1/2P1P3/P1N1QR1P/5RK1 b - - 0 18,r4nk1/pbp2rp1/1p1pp2p/5PB1/q1PPp1P1/2P1P3/P1N1QR1P/5RK1 w - - 0 19,h7h6,0.10658,0.06355
1r4k1/pp3ppp/2p1r3/3p1nq1/3PP3/1Q3P2/PPR2BPP/4R1K1 b - - 0 22,1r4k1/pp2qppp/2p1r3/3p1n2/3PP3/1Q3P2/PPR2BPP/4R1K1 w - - 1 23,g5e7,-0.16226,0.33229
1r3r2/4n2p/pkp3p1/1p1bPp2/1P1P1P1P/1PR5/3NBK2/2R5 w - - 6 46,1r3r2/4n2p/pkp3p1/1p1bPp2/1P1P1P1P/1PR5/4BK2/2R2N2 b - - 7 46,d2f1,-0.24645,0.41631
3r1r1k/q5np/p3b1pN/4QpP1/3P4/3B4/P6P/1R3RK1 w - - 9 29,3r1r1k/q5np/p3b1pN/4QpP1/3P4/3B4/P6P/2R2RK1 b - - 10 29,b1c1,-0.25998,0.42982
6k1/ppp2p1p/4b1p1/2q4P/4p3/1Pb1P3/P1PrBPP1/1RQ2K1R w - - 5 19,6k1/ppp2p1p/4b1P1/2q5/4p3/1Pb1P3/P1PrBPP1/1RQ2K1R b - - 0 19,h5g6,-0.56316,0.73297
r2q1r2/3b1pk1/3p2pp/n1pPp3/ppP1P1PP/4NRP1/PP2BR2/1KQ5 w - - 38 53,r2q1r2/3b1pk1/3p2pp/n1pPp1P1/ppP1P2P/4NRP1/PP2BR2/1KQ5 b - - 0 53,g4g5,0.63478,-0.465
5r1k/6pp/pB6/5pb1/3R4/1BPn4/PPK1QP2/7q b - - 4 40,5r1k/6pp/pB6/5pb1/3R4/1BP5/PPK1Qn2/7q w - - 0 41,d3f2,-0.38318,0.55253
r5k1/pb4p1/1n2p1qp/1QP2p2/3p4/6P1/PP3P1P/R2R2K1 b - - 0 25,r5k1/pb4p1/1n2p1qp/1QP5/3p1p2/6P1/PP3P1P/R2R2K1 w - - 0 26,f5f4,0.31515,-0.14687
7k/ppb3r1/4q2p/2P2b2/1PPRB2Q/P3p2P/8/4B2K w - - 2 47,7k/ppb3r1/4q2p/2P2b2/1PPRB2Q/P1B1p2P/8/7K b - - 3 47,e1c3,-0.51359,0.6825
r5nk/ppq1bR1p/2p1b3/2p1r3/2P1N1PP/2N5/PPQ1B3/5RK1 b - - 0 22,r5nk/ppq1bb1p/2p5/2p1r3/2P1N1PP/2N5/PPQ1B3/5RK1 w - - 0 23,e6f7,-0.68378,0.85253
r2q3b/5p1k/p1pn2rp/1p2p3/1P2Ppb1/P1N5/2P1BPPP/1RBQR1K1 b - - 3 25,r6b/5p1k/p1pn2rp/1p2p3/1P2Ppbq/P1N5/2P1BPPP/1RBQR1K1 w - - 4 26,d8h4,0.71326,-0.54461
1r1qk2r/3nbp2/p3p1p1/P1pPPb1p/1pp4P/2P2NB1/4BPPQ/R2R2K1 w k - 0 23,1r1qk2r/3nbp2/p3p1p1/P1pPPb1p/1Pp4P/5NB1/4BPPQ/R2R2K1 b k - 0 23,c3b4,-0.22112,0.3897
5r1k/ppp3pp/2nb4/3QN2q/3P2b1/8/PPP3PP/4RBBK b - - 2 22,5r1k/ppp3pp/2nb4/3QN3/3P2bq/8/PPP3PP/4RBBK w - - 3 23,h5h4,-0.65207,0.82016
4r2k/p1p4p/1p1q2p1/5p2/1PQP4/P1P5/4r1PP/3R2RK w - - 3 28,4r2k/p1p2Q1p/1p1q2p1/5p2/1P1P4/P1P5/4r1PP/3R2RK b - - 4 28,c4f7,-0.57428,0.74231
8/1pp2nk1/2n1qp1r/1p2p1p1/4P1Pr/P2PBQ2/1PP3R1/4RNK1 b - - 11 30,8/1pp2nk1/4qp1r/1p2p1p1/3nP1Pr/P2PBQ2/1PP3R1/4RNK1 w - - 12 31,c6d4,0.40793,-0.24007
r4rk1/4qpp1/p1pp3p/1p6/2PbPRB1/3P2PP/PPQ3K1/5R2 b - - 1 23,r4rk1/4qp2/p1pp2pp/1p6/2PbPRB1/3P2PP/PPQ3K1/5R2 w - - 0 24,g7g6,0.30637,-0.13862
